Gene	t_7	t_8	t_9	t_10	t_11	t_12	n_1	n_2	n_3	n_4	n_5	n_6
ALDH1A2	228	6	6	120	4	262	152	167	246	61	222	808
ALDH1A3	148	348	454	132	13	155	134	223	898	86	980	401
ALDH1B1	334	138	351	255	10	322	180	230	521	194	247	308
ALDH1L1	41	403	23	83	1	5	19	16	19	16	22	202
ALDH1L2	137	85	64	111	4	88	116	81	234	122	102	156
ALDH2	4299	5555	741	4572	678	825	5535	5525	10189	4303	7430	8815
ALDH3A1	66	80	20	18	18	2	129	58	385	30	660	599
ALDH3A2	3080	3497	1605	1135	378	1266	2984	2537	4347	1810	3746	3612
ALDH3B1	1588	402	120	499	90	74	3374	1429	3239	1298	2166	6764
ALDH3B2	93	138	58	107	6	10	12	12	16	4	30	89
ALDH4A1	163	520	169	137	10	18	254	216	340	184	280	278
ALDH5A1	324	830	348	269	141	95	410	389	669	256	431	770
ALDH6A1	174	58	119	126	6	91	295	360	426	264	244	482
ALDH7A1	324	371	1576	755	51	548	596	621	923	556	697	770
ALDH8A1	2	15	16	20	0	8	25	16	14	24	31	7
ALDH9A1	1267	883	1444	1618	106	1511	1275	1232	2214	1089	1380	1872
ALDOA	104	72	82	174	10	28	83	125	130	45	135	95
ALDOC	136	230	942	336	24	281	231	231	440	125	216	251
ALG1	249	104	351	115	14	82	183	91	255	117	156	236
ALG10	160	120	236	174	21	202	207	127	226	177	177	268
ALG10B	143	100	260	211	50	281	212	165	272	293	196	332
ALG11	63	64	58	19	2	49	66	91	130	65	69	139
ALG12	395	873	322	349	20	161	419	349	611	350	448	490
ALG13	504	710	641	426	197	791	593	571	900	629	1005	872
ALG14	127	126	253	101	38	319	145	90	153	87	183	158
ALG1L	65	108	16	174	2	165	14	3	4	1	7	50
ALG2	480	685	416	500	56	1110	624	836	1279	437	809	754
ALG3	290	599	810	562	26	101	260	234	426	160	359	325
ALG5	496	924	1162	288	51	1631	543	432	750	257	541	567
ALG6	227	284	328	283	46	508	239	116	203	175	199	212
ALG8	292	571	1052	499	65	370	334	264	450	232	345	449
ALG9	418	325	453	232	51	252	410	323	583	346	583	586
ALKAL2	81	9	8	6	2	31	216	349	540	44	439	112
ALKBH1	187	75	280	222	29	325	167	151	335	130	240	284
ALKBH2	273	136	454	121	13	251	146	147	221	106	225	144
ALKBH3	162	83	303	160	17	219	281	199	382	208	236	355
ALKBH4	75	80	152	139	8	37	119	87	176	126	145	137
ALKBH5	1250	412	1272	1236	76	259	1428	1316	2160	1031	1545	2136
ALKBH6	131	154	183	246	34	121	189	154	216	122	266	185
ALKBH7	308	284	311	251	18	353	393	251	521	254	385	315
ALKBH8	117	83	173	86	18	100	140	117	244	179	134	270
ALMS1	298	111	349	406	34	144	449	412	612	385	355	1311
ALMS1-IT1	4	24	16	38	2	2	8	17	25	5	30	17
ALOX12	31	120	24	51	16	14	90	72	168	117	139	129
ALOX12P2	15	132	176	133	46	0	10	16	32	7	53	81
ALOX15	73	4	21	6	0	46	144	52	569	31	126	3063
ALOX15B	670	307	60	1713	286	114	1415	1721	4380	632	2010	3162
ALOX5AP	391	182	286	623	2	355	1581	1453	1467	747	3028	1860
ALPK1	308	797	178	453	48	294	355	336	516	247	478	711
ALPK2	17	61	10	69	0	24	4	2	16	0	18	4
ALPK3	876	125	159	1002	16	327	674	499	982	460	1499	1046
ALPL	2337	72	411	192	27	108	1590	4434	5866	336	3550	3418
ALPP	70	1	2	4	0	0	173	81	130	64	94	31
ALS2	484	570	347	380	72	336	441	529	819	570	632	789
ALS2CL	1077	1559	231	658	450	106	3033	1901	3293	3473	4390	2633
ALX3	22	7	61	37	1	16	43	36	50	46	70	68
ALYREF	555	401	1739	669	8	458	548	632	787	278	620	378
AMACR	27	7	22	15	0	42	6	7	28	21	13	26
AMBRA1	446	305	251	1149	34	75	471	494	690	395	423	579
AMD1	1586	1208	2792	907	132	2748	1641	2347	4049	758	2259	1669
AMDHD1	10	87	20	8	0	16	15	26	48	21	22	13
AMDHD2	155	308	168	147	10	20	174	131	231	191	268	223
AMER1	93	32	122	62	0	14	140	82	157	161	94	158
AMFR	777	731	932	793	46	1200	1285	1112	2030	1137	1386	1415
AMH	11	8	6	30	1	19	31	17	21	23	22	15
AMIGO1	80	24	125	26	2	61	260	241	368	326	259	298
AMIGO2	258	365	560	288	248	543	711	527	1233	532	967	800
AMIGO3	45	140	22	35	4	6	68	89	143	73	105	63
AMMECR1	285	269	422	254	26	198	249	291	418	251	270	258
AMMECR1L	757	581	320	524	62	227	723	661	1129	589	971	671
AMN	186	152	21	163	15	11	155	73	144	38	147	192
AMN1	44	134	29	41	1	103	83	53	112	65	83	120
AMOT	227	2	567	207	68	34	247	159	274	242	223	423
AMOTL1	849	247	291	271	10	152	2191	1906	3948	2141	1869	2424
AMOTL2	910	114	496	708	49	108	2315	1588	2544	1872	1100	1369
AMPD2	489	479	343	480	65	104	396	389	605	297	758	472
AMPD3	320	310	190	507	69	267	159	210	274	105	272	606
AMPH	44	2	10	24	0	18	27	26	44	43	40	37
AMT	223	320	239	137	70	64	537	325	480	498	900	759
AMY2B	203	213	115	166	486	141	383	337	528	268	712	593
AMZ1	14	6	14	32	0	14	14	44	4	0	11	81
AMZ2	661	889	1351	957	177	1408	591	461	965	459	879	977
AMZ2P1	106	351	297	238	19	369	163	168	249	151	423	290
ANAPC1	348	255	306	304	35	168	296	241	454	278	280	524
ANAPC10	94	105	231	179	20	655	193	178	265	129	116	235
ANAPC11	703	1185	1673	1121	27	1073	444	415	735	355	580	526
ANAPC13	679	490	1214	864	92	1643	822	777	1348	758	992	1157
ANAPC15	78	75	103	43	11	68	73	66	108	42	77	103
ANAPC16	1296	1189	2802	1441	162	4253	2271	1820	3574	1855	1934	3087
ANAPC2	542	578	363	724	89	101	727	576	980	559	1064	808
ANAPC4	531	598	374	468	171	598	618	356	679	494	812	1301
ANAPC5	1983	1429	1592	905	283	974	1528	1076	2212	1248	1799	2027
ANAPC7	925	885	1231	578	135	973	550	537	870	684	807	742
ANG	65	597	102	67	2	201	228	137	190	110	142	160
ANGEL1	435	349	375	456	72	365	409	267	815	558	785	759
ANGEL2	386	532	601	578	94	565	525	375	664	484	565	753
ANGPT1	350	10	84	27	2	194	899	562	1107	739	1024	773
ANGPT2	168	147	117	152	12	128	98	99	148	295	321	101
ANGPTL1	42	81	8	16	0	53	268	256	383	231	173	391
ANGPTL2	307	294	306	952	16	227	430	466	619	715	920	391
ANGPTL4	1105	257	295	194	2	105	324	4129	1376	54	2135	101
ANK1	38	12	22	38	0	14	6	10	27	12	26	24
ANK2	594	72	113	80	8	443	316	581	952	84	1472	291
ANK3	405	419	319	302	150	480	999	1495	1868	508	836	2470
ANKAR	29	52	29	29	22	44	54	62	108	86	85	178
ANKDD1A	19	25	14	50	1	2	45	29	54	41	47	40
ANKDD1B	36	3	6	18	5	70	46	24	44	12	54	183
ANKEF1	136	103	700	401	18	225	138	143	197	76	132	163
ANKFN1	63	14	2	2	9	57	81	28	98	26	95	828
ANKFY1	1082	566	626	746	159	267	1425	1171	2129	1392	1625	1957
ANKH	649	403	714	685	38	518	618	549	1139	558	747	780
ANKHD1	137	335	175	136	90	306	178	200	260	126	306	181
ANKIB1	760	615	995	974	142	1115	727	600	1117	789	1003	1082
ANKK1	18	2	0	4	8	6	32	9	35	16	58	167
ANKLE2	1542	1485	1094	865	197	604	1179	1963	3034	903	2623	1456
ANKMY1	194	175	95	212	16	39	299	234	446	188	344	990
ANKMY2	213	284	323	190	57	221	287	226	513	308	450	446
ANKRA2	244	195	211	223	74	515	323	269	435	323	532	586
ANKRD1	231	10	37	8	0	76	308	1015	1829	538	2735	918
ANKRD10	2943	4451	3783	2190	1265	2155	2332	2376	3742	3335	5642	4474
ANKRD11	1019	1166	216	809	31	140	1622	1617	2405	1437	1711	2075
ANKRD12	1183	1469	587	732	174	902	1417	1472	2417	1320	1503	1773
ANKRD13A	1529	791	508	722	209	652	1333	1369	2139	1029	1979	1923
ANKRD13B	59	38	177	46	6	32	38	40	66	57	87	55
ANKRD13C	367	441	349	414	144	480	426	425	739	368	498	459
ANKRD13D	492	774	435	1006	153	85	525	325	814	572	808	692
ANKRD16	60	104	90	41	10	52	74	48	110	69	60	122
ANKRD17	991	1375	706	1437	203	653	1379	1703	2594	1590	1421	2097
ANKRD18A	33	2	18	94	26	21	18	24	26	22	31	112
ANKRD19P	17	13	6	15	8	17	20	20	36	26	47	29
ANKRD20A5P	19	9	2	3	4	1	25	7	37	39	54	30
ANKRD22	150	813	561	343	40	415	46	56	33	6	85	18
ANKRD23	27	117	63	108	20	25	40	25	42	49	53	183
ANKRD24	15	20	4	19	2	4	56	53	76	47	100	50
ANKRD26	141	198	165	155	73	112	197	165	250	247	258	696
ANKRD27	502	639	372	758	95	405	724	494	1125	592	677	909
ANKRD28	1589	807	594	534	114	637	1330	1631	4292	597	5420	1818
ANKRD29	834	80	88	26	185	118	2008	1088	2514	1865	2198	2057
ANKRD33B	208	48	0	52	2	17	293	351	728	207	643	394
ANKRD34A	0	8	34	18	16	6	22	5	25	29	22	19
ANKRD35	69	18	26	112	7	10	66	30	89	38	66	164
ANKRD36	94	87	27	126	12	15	75	73	105	118	204	239
ANKRD36B	60	41	20	31	9	9	41	13	52	43	55	98
ANKRD36BP2	46	182	14	74	2	71	43	11	110	11	83	41
ANKRD36C	43	52	107	244	78	227	47	54	79	79	134	155
ANKRD39	121	169	100	186	14	116	97	59	140	57	100	154
ANKRD40	895	397	953	968	56	452	1515	1550	3141	1456	1642	1654
ANKRD42	150	104	115	178	30	99	245	240	486	171	382	703
ANKRD44	720	459	178	448	78	286	910	795	1865	1285	1769	1369
ANKRD45	33	4	0	72	0	53	35	31	47	18	46	303
ANKRD46	190	300	417	146	92	673	514	351	694	414	339	454
ANKRD49	243	471	232	663	76	452	180	180	319	207	277	283
ANKRD50	734	144	294	498	109	1027	697	766	1699	1539	909	1033
ANKRD52	824	374	233	797	75	91	792	668	1227	837	1063	1030
ANKRD53	15	16	11	22	4	3	38	33	71	18	92	30
ANKRD54	221	336	295	330	34	292	369	323	651	217	422	754
ANKRD6	216	247	157	57	155	77	269	206	383	240	344	447
ANKRD65	523	54	254	1078	264	44	279	195	359	204	320	846
ANKRD9	339	174	164	390	55	48	649	466	694	332	570	359
ANKS1A	1370	480	473	487	55	198	2911	1530	3492	2402	1894	2797
ANKS1B	8	12	22	23	0	42	18	10	19	24	35	62
ANKS3	180	462	392	198	47	36	292	203	355	286	338	353
ANKS6	317	357	273	480	43	118	550	386	678	401	660	863
ANKZF1	521	3311	497	911	119	570	735	541	918	884	935	1248
ANLN	255	243	1403	1130	10	529	50	38	32	19	45	87
ANO1	221	219	233	265	20	166	773	390	486	419	382	608
ANO10	263	300	170	314	12	140	385	464	849	352	570	519
ANO2	21	14	2	2	4	4	62	108	206	342	79	153
ANO5	110	4	24	44	0	571	184	121	214	50	139	215
ANO6	1178	466	700	671	64	1184	3285	1806	4494	3352	2812	3167
ANO7	34	57	31	34	0	2	14	11	15	17	42	24
ANO7L1	40	22	35	28	4	7	48	31	65	22	55	86
ANO8	384	305	505	817	97	57	319	189	408	352	513	387
ANO9	1401	1437	334	584	301	237	445	284	590	375	638	375
ANOS1	1151	64	88	371	20	276	3149	2211	2277	3112	2206	2663
ANP32A	1280	1495	1887	1094	148	843	1758	1230	2174	1320	1598	1839
ANP32B	1301	1284	3245	2846	83	1870	1971	2051	2988	1468	2364	1969
ANP32E	987	1408	1729	3869	605	727	1027	1337	1916	665	1288	1131
ANPEP	583	1887	537	138	92	60	1161	1124	960	215	1711	905
ANTKMT	180	202	204	186	20	74	125	125	233	109	219	143
ANTXR1	1064	258	1937	2613	52	1992	1895	2121	3988	2868	2976	3026
ANTXR2	620	408	296	766	22	965	1238	888	1957	668	1375	1218
ANXA1	5064	1230	6162	4024	204	3543	6759	11698	23403	2976	14625	9785
ANXA11	3962	2978	1895	2763	287	1101	4914	4697	7624	2897	6081	6225
ANXA2	11943	7205	14978	10886	197	10035	18800	18645	31091	9018	23749	19519
ANXA2P2	15	1	14	9	1	37	18	22	42	11	12	15
ANXA2R	37	66	92	68	4	28	64	30	77	78	58	38
ANXA3	1545	304	1112	498	24	2530	4662	3555	6362	3090	3893	3956
ANXA4	1620	3127	1460	1419	169	2723	2898	2318	4469	1831	2861	3845
ANXA5	4657	3090	4116	4023	390	4838	6365	8373	12929	4680	8970	6971
ANXA6	1828	1236	1304	1254	48	743	3151	2755	5740	3211	3611	2712
ANXA7	1787	2087	2370	1520	225	4017	1863	2146	3629	1189	2220	2701
ANXA9	67	167	105	81	10	25	116	73	147	153	132	137
AOAH	347	411	67	363	2	96	211	201	489	97	347	143
AOC1	699	1060	50	6	2	0	6	2	18	2	12	6
AOC2	24	36	4	6	6	14	32	27	48	29	43	52
AOC3	1760	300	160	473	34	157	6620	5501	8682	5168	6128	5070
AOPEP	630	561	235	456	79	1348	1071	719	1488	1157	1475	1227
AOX1	242	73	60	85	2	198	545	538	691	122	330	558
AP1AR	299	496	307	270	20	618	365	245	473	283	352	386
AP1B1	1928	899	753	1249	65	155	1127	1349	2506	811	1633	1436
AP1G1	1741	1810	569	877	283	995	2179	1894	2940	1555	2785	2610
AP1G2	482	1180	586	1195	239	478	517	379	665	483	737	775
AP1M1	615	383	575	662	28	167	814	784	1459	698	887	852
AP1M2	426	367	1474	688	54	1279	469	495	702	189	509	849
AP1S1	264	478	844	579	60	705	342	259	499	257	410	364
AP1S2	237	101	546	229	13	243	285	292	712	394	490	278
AP1S3	218	87	198	284	4	379	407	212	443	245	482	259
AP2A1	966	575	739	1589	15	102	869	948	1574	689	1116	1132
AP2A2	85	133	21	59	0	6	80	51	53	30	69	30
AP2A2_1	0	0	28	18	23	19	0	71	208	133	82	109
AP2B1	2453	813	7015	3995	74	2798	3426	4717	7142	3269	4273	4321
AP2M1	2012	1507	3892	3567	79	719	3073	2923	5231	2733	3376	3334
AP2S1	817	472	2758	1454	36	504	666	730	1027	436	841	549
AP3B1	643	553	467	581	46	507	699	779	1148	509	792	1196
AP3D1	2070	1418	712	1949	137	384	1984	2016	3112	1417	2669	2078
AP3M1	731	359	609	436	66	450	722	700	1356	710	749	1064
AP3M2	291	200	538	222	30	276	297	381	870	463	579	730
AP3S1	379	352	264	375	24	930	345	338	704	292	531	468
AP4B1	190	210	223	212	41	236	227	228	350	264	494	292
AP4B1-AS1	14	18	6	5	4	5	3	7	10	26	16	20
AP4E1	209	124	157	190	16	175	294	257	437	274	257	453
AP4M1	214	220	195	370	12	127	249	183	441	250	354	414
AP4S1	136	98	383	223	42	302	185	159	328	170	263	272
AP5B1	670	328	143	1013	40	74	544	638	1248	376	1142	551
AP5M1	807	297	697	734	57	1434	631	562	1003	632	708	864
AP5S1	185	133	209	226	11	90	193	110	235	143	156	194
AP5Z1	403	967	569	605	103	145	554	447	816	536	870	623
APAF1	173	42	59	69	9	37	156	123	258	193	109	275
APBA3	127	97	97	191	21	65	149	144	247	177	234	177
APBB1	382	130	177	238	6	62	885	736	1242	648	909	1049
APBB1IP	278	824	97	669	14	48	244	300	386	102	207	245
APBB2	277	146	113	114	16	89	515	483	821	642	446	658
APBB3	185	488	134	293	88	136	330	254	476	439	984	534
APC	433	218	70	244	40	214	745	552	1121	980	659	1067
APC2	23	13	14	8	3	4	54	28	81	47	64	71
APCDD1	170	48	124	358	20	492	572	531	784	669	563	1033
APEH	721	553	871	641	94	371	915	738	1431	569	1105	1042
APEX1	1719	2581	3189	1774	301	2101	1200	1063	1739	827	1407	1456
APEX2	343	189	345	534	14	119	331	300	501	249	373	381
APH1A	1779	848	1914	1951	55	1099	2097	1706	3431	1584	2183	2003
APH1B	363	250	110	282	17	326	636	365	729	368	718	830
API5	1838	851	1874	983	177	2098	1644	1561	2824	1309	1619	2240
APIP	264	371	515	634	10	558	373	336	493	246	317	534
APLF	45	29	98	64	13	87	47	36	64	42	60	58
APLN	104	33	138	69	2	60	495	125	945	542	2173	253
APLNR	70	34	290	74	10	24	177	46	437	302	869	188
APLP1	15	13	10	490	4	124	70	78	117	59	84	49
APLP2	10668	4446	5741	6523	869	5526	20111	17686	27031	13527	17841	19106
APMAP	1844	2704	3684	2470	91	1580	1558	1442	2322	1152	1918	1634
APOBEC3B	110	10	142	6	0	81	10	14	35	2	1	10
APOBEC3C	194	133	233	322	6	81	223	169	485	143	262	179
APOBEC3D	76	82	46	86	2	61	60	59	115	59	80	47
APOBEC3F	72	77	145	118	10	69	85	55	106	98	126	106
APOBEC3G	239	546	654	378	8	467	191	140	434	200	204	238
APOBEC3H	16	47	26	50	0	17	7	12	24	11	61	8
APOBR	324	135	40	502	28	34	418	411	721	197	869	671
APOC1	4339	4992	1508	6245	75	4225	1663	1995	5354	1315	4035	915
APOD	162	708	94	2591	4	306	567	240	1025	199	647	661
APOE	12065	29924	2342	29184	94	1498	1066	2926	11934	934	7316	647
APOH	24	24	0	0	6	87	49	54	261	53	122	84
APOL1	3372	9648	908	2795	11	338	1642	1979	3145	2144	2714	1556
APOL2	1143	5951	510	1638	50	213	534	1011	1301	969	1893	564
APOL3	887	588	328	991	26	205	1764	1456	2675	3394	2084	1179
APOL4	361	135	131	589	2	176	276	269	167	316	282	415
APOL6	2911	1196	973	2047	54	957	1391	1555	2420	1592	2000	1032
APOLD1	1327	258	168	208	26	268	4644	4584	5583	794	4893	3664
APOO	152	174	389	222	24	457	121	123	193	52	186	201
APOOL	270	197	182	140	37	184	316	257	539	367	292	484
APP	6953	2846	25210	13966	101	11599	15521	14593	24091	18141	14256	14663
APPBP2	596	473	793	566	110	812	983	839	1527	937	952	1206
APPL1	638	352	709	460	75	931	994	950	1738	1013	899	1262
APPL2	637	595	659	302	41	741	768	431	937	548	842	1924
APRT	805	1275	622	918	30	748	703	645	1092	373	764	759
APTR	91	299	197	108	111	557	246	180	323	222	147	304
APTX	266	452	564	371	71	679	351	361	616	272	488	489
AQP1	5275	523	429	515	127	1178	16437	24675	66617	27133	22496	24292
AQP11	14	38	33	20	9	14	12	4	13	14	23	16
AQP3	3697	854	184	847	618	556	3210	5296	9414	674	6709	4387
AQP4	4932	8	96	32	181	413	10234	7732	11054	5847	6468	8088
AQP5	8213	0	4656	727	0	67	670	139	333	118	521	443
AQP7	182	257	0	4	21	26	70	38	69	20	121	116
AQP9	422	50	84	314	16	178	154	268	196	27	407	250
AQR	654	568	509	481	33	427	740	800	1187	647	657	1189
AR	80	4	32	482	6	28	267	178	309	211	280	408
ARAF	1205	639	563	547	63	239	1240	1031	1746	853	1616	1197
ARAP1	2328	1568	627	2260	354	213	2560	1606	2824	2020	2469	2897
ARAP2	864	837	159	594	38	242	1741	1780	2784	873	1868	1733
ARAP3	532	389	225	286	68	91	1386	1393	2772	2396	2082	1278
ARC	89	34	4	12	7	13	242	147	315	276	200	96
ARCN1	2875	1406	2166	1432	96	1564	2406	2774	4309	1737	2501	3271
AREG	1446	312	175	46	3	3726	1107	1076	1147	12	4359	393
AREL1	770	325	603	949	54	371	699	702	1143	526	829	1053
ARF1	7319	8340	6118	9293	721	4483	6968	7945	12009	4498	7999	7624
ARF3	2635	1532	2209	3582	292	730	2800	3072	5066	2480	4227	3653
ARF4	3000	2156	4325	2784	394	7162	2742	3773	5497	1757	3948	2981
ARF4-AS1	7	6	14	8	2	16	11	8	14	11	21	18
ARF5	837	883	1653	1745	63	1309	1291	1076	1766	744	1420	1151
ARF6	2892	1100	2490	2106	130	1675	2311	2461	4401	1140	3135	2114
ARFGAP1	1825	2348	1367	2711	181	223	1349	1286	2242	1122	2688	1516
ARFGAP2	1198	1006	772	777	119	258	1524	1177	2115	1165	1636	1766
ARFGAP3	1395	1173	1065	906	84	2179	1006	1584	2704	684	2439	1285
ARFGEF1	1517	691	701	696	83	1585	873	937	1630	810	985	1620
ARFGEF2	1062	1409	678	734	104	565	932	980	1571	885	1224	1501
ARFGEF3	1338	177	1206	681	251	1380	1649	1470	2618	812	1661	3378
ARFIP1	620	534	885	706	78	1568	668	539	984	784	738	1082
ARFIP2	894	976	1133	536	135	781	900	845	1273	490	1326	1168
ARFRP1	406	288	839	645	45	75	589	710	1210	556	1065	582
ARG2	101	37	141	42	2	94	62	67	152	17	97	36
ARGLU1	3366	4207	2585	1350	871	1202	4380	3750	7995	7303	10841	7817
ARHGAP1	1245	1005	590	3245	67	142	1211	1243	2057	1326	1651	1635
ARHGAP10	197	154	84	318	16	86	262	529	921	479	336	520
ARHGAP12	857	1136	856	581	257	1656	805	572	1723	851	1577	1142
ARHGAP15	186	294	142	244	4	391	181	129	362	156	282	110
ARHGAP17	14	11	15	13	1	1	17	17	33	14	22	21
ARHGAP18	752	524	769	657	65	1556	1654	1179	3160	1892	1908	3520
ARHGAP19	207	120	116	126	12	54	269	208	319	248	198	294
ARHGAP20	45	10	24	28	10	40	80	85	223	161	135	130
ARHGAP21	1099	826	365	519	82	411	1539	1462	2614	1568	1916	2336
ARHGAP22	76	52	76	64	16	32	51	34	84	47	89	55
ARHGAP24	227	293	88	172	24	164	861	513	966	590	784	1038
ARHGAP25	385	480	102	410	20	122	502	327	784	530	497	311
ARHGAP26	1966	2054	219	479	30	176	428	993	1386	1017	958	888
ARHGAP27_1	38	30	52	78	2	0	47	116	10	0	88	40
ARHGAP27P1	140	608	167	311	32	26	328	381	627	430	796	441
ARHGAP27P1-BPTFP1-KPNA2P3	252	856	319	629	94	84	480	624	650	551	1149	696
ARHGAP28	88	57	53	73	6	124	318	58	104	363	154	120
ARHGAP29	919	279	772	455	200	778	2906	2685	4761	5436	2744	2616
ARHGAP30	756	353	113	1052	93	85	731	680	1230	336	1204	970
ARHGAP31	817	206	91	224	19	111	2493	2989	5241	2451	1819	2424
ARHGAP32	718	2075	299	537	86	258	555	522	783	400	670	1367
ARHGAP33	163	405	118	587	34	83	335	200	319	196	379	457
ARHGAP35	1329	240	383	1700	77	152	1906	930	2179	1671	1158	1936
ARHGAP39	243	276	229	331	42	43	232	106	224	90	198	811
ARHGAP4	1189	1198	851	980	44	238	822	781	2550	713	2493	950
ARHGAP40	217	239	1171	93	328	121	23	13	11	7	78	75
ARHGAP42	358	133	165	171	79	278	573	644	1239	657	1635	1067
ARHGAP44	521	79	163	165	13	76	1116	1014	1413	663	977	1293
ARHGAP45	788	888	210	1256	121	109	1101	1056	2551	1157	1767	1220
ARHGAP5	1684	640	1037	1423	338	3307	1855	1498	2865	1923	1550	2504
ARHGAP6	125	28	20	50	14	46	570	791	1227	812	595	669
ARHGAP9	324	576	74	362	31	55	154	297	372	140	435	138
ARHGDIA	4310	3016	3536	4701	119	438	4589	5367	7923	2759	6476	3803
ARHGDIB	3841	3570	2171	4827	484	6892	3420	3115	5776	3017	4892	3038
ARHGEF1	1805	3116	980	3583	218	178	2617	2539	4146	2175	3073	2643
ARHGEF10L	639	3230	236	1354	100	226	428	404	912	468	693	843
ARHGEF11	952	1263	282	1368	91	164	1054	680	1383	886	990	1180
ARHGEF12	3041	1323	922	1348	310	1094	4762	4469	8609	5686	5831	5790
ARHGEF15	294	94	25	60	22	16	1545	773	1469	2156	834	764
ARHGEF16	334	2250	300	767	128	99	185	185	306	118	238	260
ARHGEF17	1119	178	287	620	207	110	2182	1704	3546	2725	3569	2874
ARHGEF18	717	401	244	690	37	150	1193	945	1719	799	916	1432
ARHGEF19	381	127	740	1016	118	120	168	150	169	225	149	257
ARHGEF2	1856	1927	1101	1439	462	366	3548	2766	4397	4015	4430	2855
ARHGEF25	93	53	102	256	23	159	436	334	1014	463	677	639
ARHGEF26-AS1	107	31	45	66	39	222	119	51	175	66	105	206
ARHGEF28	212	559	91	233	35	89	329	225	291	296	375	759
ARHGEF3	695	495	627	488	36	765	1470	2076	2970	1011	1614	1243
ARHGEF33	4	0	3	6	4	8	21	14	34	19	22	56
ARHGEF35	28	21	20	23	0	14	49	34	0	8	46	61
ARHGEF37	137	11	66	51	25	171	536	144	821	582	414	656
ARHGEF38	270	389	128	174	122	871	249	276	288	169	257	481
ARHGEF39	108	298	113	172	9	89	45	38	85	35	81	65
ARHGEF4	139	733	22	9	10	8	549	132	315	358	241	410
ARHGEF40	386	989	208	377	45	80	836	750	1173	824	1112	697
ARHGEF6	580	311	273	446	18	318	1195	786	2005	1367	1274	1190
ARHGEF7	882	1217	826	800	136	265	1229	1247	2294	1777	2129	2002
ARHGEF9	283	200	243	190	62	116	378	294	673	459	493	592
ARID1A	1578	1203	666	2088	160	294	1662	1530	2274	1365	1620	1887
ARID1B	852	970	766	950	120	550	1303	1171	1825	1218	1293	1662
ARID2	429	627	334	411	96	258	465	468	727	523	511	726
ARID3A	200	929	44	102	28	28	139	151	279	194	201	121
ARID3B	102	122	75	92	6	25	151	169	349	144	278	185
ARID4A	480	391	234	398	104	362	674	604	1072	621	755	1100
ARID4B	1031	1097	691	1122	162	1045	899	1129	1690	984	1106	1501
ARID5A	822	676	331	686	16	99	658	1080	2123	312	2007	549
ARID5B	1152	703	614	731	44	359	979	1246	2266	637	2187	1120
ARIH1	1199	935	646	731	83	976	1398	1719	2879	1151	1950	1922
ARIH2	1070	1793	927	885	282	864	1600	1444	2531	1601	2257	1980
ARIH2OS	11	60	25	23	5	36	20	9	26	19	18	31
ARL1	1776	1844	1389	880	165	4161	1176	1139	1874	891	1318	1660
ARL10	57	44	132	80	21	68	109	84	246	241	166	218
ARL11	46	118	80	157	2	159	50	34	60	47	125	103
ARL13B	282	108	244	229	16	293	430	625	1058	315	578	580
ARL14EP	356	280	442	263	49	596	387	402	693	354	473	514
ARL15	292	245	229	268	24	642	457	345	644	496	381	441
ARL16	356	472	1035	366	63	728	497	260	468	495	727	359
ARL2	199	295	562	248	24	120	367	362	613	365	476	396
ARL2BP	810	430	957	736	73	1364	1519	1304	2567	1336	1420	1558
ARL3	280	175	590	292	14	825	455	347	653	437	514	739
ARL4A	204	432	2173	442	13	492	443	349	599	336	618	633
ARL4C	1263	514	928	1535	26	1249	845	747	1327	181	1427	496
ARL4D	97	267	279	104	6	26	249	701	339	206	358	157
ARL5A	957	477	539	620	86	2063	1033	1058	1798	794	1115	1240
ARL5B	1304	862	1393	466	90	1114	627	1004	893	532	1027	781
ARL6	103	29	211	89	4	280	250	207	502	296	341	609
ARL6IP1	3187	3194	4124	5266	288	11267	2402	2562	4086	2221	2624	2662
ARL6IP4	1735	1865	2932	1157	178	879	1821	1537	2934	1429	2498	1840
ARL6IP5	2479	1189	2536	3122	96	3880	3101	3042	4562	2302	4190	2891
ARL6IP6	206	179	429	415	32	427	253	216	447	240	327	406
ARL8A	841	488	562	1153	37	222	1110	1270	1703	657	1161	988
ARL8B	1272	1515	805	1117	151	1933	2025	2314	3226	1277	2266	2469
ARMC1	720	650	1206	465	105	2458	528	450	834	520	450	608
ARMC10	62	70	78	55	3	104	58	73	98	51	51	84
ARMC12	20	28	16	13	2	7	16	20	22	11	17	19
ARMC2	68	64	87	37	0	121	122	61	219	79	195	717
ARMC3	51	8	24	6	0	152	223	79	278	28	142	1552
ARMC4	41	0	27	6	0	64	137	58	207	31	83	1091
ARMC5	318	106	91	226	46	60	338	257	412	241	408	238
ARMC6	248	354	540	241	30	165	247	249	489	222	328	374
ARMC7	344	130	296	189	18	40	273	395	906	225	740	363
ARMC8	533	598	721	486	57	635	548	706	1142	473	771	843
ARMC9	237	232	275	276	41	632	332	521	512	226	529	806
ARMCX1	246	80	320	359	60	390	372	286	535	368	486	400
ARMCX2	296	61	146	501	34	404	448	316	709	496	816	569
ARMCX3	1060	958	861	937	138	1111	1155	1399	2443	1105	1553	1455
ARMCX4	206	178	112	179	118	93	477	352	645	400	1389	695
ARMCX5	210	185	239	164	32	421	198	161	218	172	202	309
